2024-10-08 09:05:59 WARNING models.py - email-validator not installed, email fields will be treated as str.
To install, run: pip install email-validator
2024-10-08 09:07:23 WARNING models.py - email-validator not installed, email fields will be treated as str.
To install, run: pip install email-validator
2024-10-08 09:07:55 WARNING models.py - email-validator not installed, email fields will be treated as str.
To install, run: pip install email-validator
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Flying%20By
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Little%20Big%20Top
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Garden%20State
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Love%20Guru
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=1982
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Should've%20Been%20Romeo
2024-10-08 09:50:21 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Alfie
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Back%20to%20the%20Future%20Part%20II
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=How%20to%20Fall%20in%20Love
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Adventures%20of%20Elmo%20in%20Grouchland
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Flying%20By
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Little%20Big%20Top
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Garden%20State
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Love%20Guru
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=1982
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Should've%20Been%20Romeo
2024-10-08 09:50:22 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Alfie
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Back%20to%20the%20Future%20Part%20II
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=How%20to%20Fall%20in%20Love
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Adventures%20of%20Elmo%20in%20Grouchland
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Flying%20By
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Little%20Big%20Top
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Garden%20State
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Love%20Guru
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=1982
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Should've%20Been%20Romeo
2024-10-08 09:50:23 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Alfie
2024-10-08 09:54:56 WARNING models.py - email-validator not installed, email fields will be treated as str.
To install, run: pip install email-validator
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=127%20Hours
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Green%20Inferno
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Sahara
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Extreme%20Ops
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Midnight%20Special
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Star%20Trek%20Beyond
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Man%20of%20Steel
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=A.I.%20Artificial%20Intelligence
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Boys%20from%20Brazil
2024-10-08 10:50:31 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Guardians%20of%20the%20Galaxy
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Extreme%20Ops
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=127%20Hours
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Man%20of%20Steel
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Boys%20from%20Brazil
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Sahara
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Midnight%20Special
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=A.I.%20Artificial%20Intelligence
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Star%20Trek%20Beyond
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Green%20Inferno
2024-10-08 10:50:33 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Guardians%20of%20the%20Galaxy
2024-10-08 10:50:34 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Extreme%20Ops
2024-10-08 10:50:34 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=127%20Hours
2024-10-08 10:50:34 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Man%20of%20Steel
2024-10-08 10:50:34 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Boys%20from%20Brazil
2024-10-08 10:50:34 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Sahara
2024-10-08 10:50:34 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Midnight%20Special
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=A.I.%20Artificial%20Intelligence
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Star%20Trek%20Beyond
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Green%20Inferno
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Guardians%20of%20the%20Galaxy
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Extreme%20Ops
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=127%20Hours
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Man%20of%20Steel
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Boys%20from%20Brazil
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Sahara
2024-10-08 10:50:35 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Midnight%20Special
2024-10-08 10:50:36 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=A.I.%20Artificial%20Intelligence
2024-10-08 10:50:36 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Star%20Trek%20Beyond
2024-10-08 10:50:36 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Green%20Inferno
2024-10-08 10:50:36 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Guardians%20of%20the%20Galaxy
2024-10-08 10:58:42 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=127%20Hours
2024-10-08 10:58:42 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Extreme%20Ops
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Green%20Inferno
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Sahara
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Midnight%20Special
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Man%20of%20Steel
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Star%20Trek%20Beyond
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=A.I.%20Artificial%20Intelligence
2024-10-08 10:58:43 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Boys%20from%20Brazil
2024-10-08 10:58:44 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Guardians%20of%20the%20Galaxy
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Sahara
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=127%20Hours
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Extreme%20Ops
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Green%20Inferno
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Man%20of%20Steel
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Star%20Trek%20Beyond
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Midnight%20Special
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=The%20Boys%20from%20Brazil
2024-10-08 10:59:25 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=Guardians%20of%20the%20Galaxy
2024-10-08 10:59:26 INFO tmdb.py - GET https://api.themoviedb.org/3/search/movie?api_key=1b91b4ea96286f180cac78a0d0b2d40f&include_adult=false&language=es-ES&page=1&query=A.I.%20Artificial%20Intelligence
